Session,Hip,PropertyLine1,PropertyLine2,Description,DOB,Color,Sex,Sire,Dam,CoveringSire,LastService,Pregnancy,SoldAs,Purchaser,Price
1,0033,"Dromoland Farm Inc. (Gerry Dilger), Agent XXVII","","Uncle Mo --- Icon Project","","B",Filly,"Uncle Mo","Icon Project","","","","","*RNA (325,000)",---
1,0034,"Blandford Stud (Padraig Campion), Agent","","Ghostzapper --- Ihavetogo","","CH",Colt,"Ghostzapper","Ihavetogo","","","","","L&N Racing",130000
1,0035,"Hill 'n' Dale Sales Agency, Agent","","Kitten's Joy --- Imagistic","","B",Colt,"Kitten's Joy","Imagistic","","","","","Godolphin Japan",210000
1,0036,"Eaton Sales, Agent for William D. Graham","(Windhaven Farms)","Honor Code --- I'm Breathtaking","","DB/BR",Colt,"Honor Code","I'm Breathtaking","","","","","Mike Ryan, Agent",400000
1,0037,"Taylor Made Sales Agency, Agent For Stonestreet","Bred & Raised","Ghostzapper --- I'm Mom's Favorite","","DB/BR",Filly,"Ghostzapper","I'm Mom's Favorite","","","","","Out",0
1,0038,"Eaton Sales, Agent","","Into Mischief --- I'm So Fancy","","GR/RO",Filly,"Into Mischief","I'm So Fancy","","","","","*RNA (90,000)",---
1,0039,"Taylor Made Sales Agency, Agent XXXVIII","","Liam's Map --- Indian Legend","","GR/RO",Colt,"Liam's Map","Indian Legend","","","","","Pebble Farm",180000
1,0040,"Burleson Farms, Agent","","Ghostzapper --- Indian Princess","","B",Colt,"Ghostzapper","Indian Princess","","","","","Albaugh Family Stable, Kempton/Berkelhammer, Agent",325000
1,0041,"Paramount Sales, Agent For Pine Ridge Stables, Ltd.","","Tiznow --- Indian Rush","","B",Colt,"Tiznow","Indian Rush","","","","","*RNA (190,000)",---
1,0042,"Mill Ridge Sales, Agent","","Honor Code --- Infanta (IRE)","","DB/BR",Colt,"Honor Code","Infanta (IRE)","","","","","Out",0
1,0043,"Hunter Valley Farm, Agent","","Bernardini --- Inish Glora","","DB/BR",Colt,"Bernardini","Inish Glora","","","","","Scott & Evan Dilworth LLC",275000
1,0044,"Denali Stud (Craig & Holly Bandoroff), Agent for Stonestreet","Bred & Raised","Pioneerof the Nile --- Inny Minnie","","B",Colt,"Pioneerof the Nile","Inny Minnie","","","","","SF Bloodstock, LLC/Starlight West",950000
1,0045,"Four Star Sales, Agent","","Pioneerof the Nile --- Insearchofadream (IRE)","","B",Filly,"Pioneerof the Nile","Insearchofadream (IRE)","","","","","Out",0
1,0046,"Indian Creek, Agent","","Liam's Map --- Inspired by Grace","","B",Filly,"Liam's Map","Inspired by Grace","","","","","*RNA (185,000)",---
1,0047,"Paramount Sales, Agent LV","","American Pharoah --- Intelyhente","","B",Filly,"American Pharoah","Intelyhente","","","","","J.S. Company",310000
1,0048,"Mill Ridge Sales, Agent","","Fed Biz --- Intensify","","DB/BR",Filly,"Fed Biz","Intensify","","","","","Mike Ryan, Agent",250000
1,0049,"Eaton Sales, Agent for William D. Graham","(Windhaven Farms)","Ghostzapper --- Intentional Cry","","CH",Filly,"Ghostzapper","Intentional Cry","","","","","Out",0
1,0050,"Indian Creek, Agent","","Bernardini --- Intentional Fever","","B",Colt,"Bernardini","Intentional Fever","","","","","Triple Crown",50000
1,0051,"Lane's End, Agent","","Honor Code --- Interest Free","","GR/RO",Colt,"Honor Code","Interest Free","","","","","China Horse Club/Maverick Racing",250000
1,0052,"Betz Thoroughbreds, Inc., Agent","","Into Mischief --- Involved","","B",Colt,"Into Mischief","Involved","","","","","Godolphin",170000
1,0053,"Scott Mallory, Agent VII","","American Pharoah --- I O Ireland","","CH",Colt,"American Pharoah","I O Ireland","","","","","K.K. Eishindo",325000
1,0054,"Warrendale Sales, Agent V","","Honor Code --- Island Hop","","DB/BR",Filly,"Honor Code","Island Hop","","","","","*RNA (60,000)",---
1,0055,"Lane's End, Agent","","Uncle Mo --- Isobel Baillie (GB)","","B",Colt,"Uncle Mo","Isobel Baillie (GB)","","","","","*RNA (275,000)",---
1,0056,"Paramount Sales, Agent LXXXI","","Bernardini --- Issues","","B",Colt,"Bernardini","Issues","","","","","*RNA (200,000)",---
1,0057,"Mt. Brilliant Farm","","Constitution --- Ithinkisawapudycat","","B",Colt,"Constitution","Ithinkisawapudycat","","","","","Twin Creeks Racing",400000
1,0058,"Columbiana Farm LLC, Agent III","","Union Rags --- I Thirtyfive","","B",Colt,"Union Rags","I Thirtyfive","","","","","*RNA (45,000)",---
1,0059,"Equest Thoroughbreds, Inc.","","Declaration of War --- It Must Be Magic","","CH",Colt,"Declaration of War","It Must Be Magic","","","","","Out",0
1,0060,"Trackside Farm (Tom Evans), Agent for Trackside Farm","and Tenlane Farm","Liam's Map --- It'schemistrybaby","","GR/RO",Colt,"Liam's Map","It'schemistrybaby","","","","","Jeffrey Bloom, Agent",100000
1,0061,"Taylor Made Sales Agency, Agent CXXXIII","","Into Mischief --- It's True Love","","B",Colt,"Into Mischief","It's True Love","","","","","Winchell Thoroughbreds LLC",500000
1,0062,"Greenfield Farm (B. D. Gibbs Farm LLC), Agent V","","City Zip --- It Tiz","","B",Colt,"City Zip","It Tiz","","","","","Burry Hill Farm",260000
1,0063,"Eaton Sales, Agent","","American Pharoah --- Ivanavinalot","","DB/BR",Filly,"American Pharoah","Ivanavinalot","","","","","Phoenix Thoroughbreds",325000
1,0064,"Mill Ridge Sales, Agent","","Candy Ride (ARG) --- Jacaranda","","CH",Filly,"Candy Ride (ARG)","Jacaranda","","","","","*RNA (225,000)",---
1,0065,"Select Sales, Agent for Machmer Hall","","Tiznow --- Jazz Flute","","B",Colt,"Tiznow","Jazz Flute","","","","","*RNA (110,000)",---
1,0066,"Hunter Valley Farm, Agent","","American Pharoah --- Jemima's Pearl","","B",Filly,"American Pharoah","Jemima's Pearl","","","","","Out",0
1,0067,"Gainesway, Agent LIX","","Tapit --- Jojo Warrior","","GR/RO",Colt,"Tapit","Jojo Warrior","","","","","Shadwell Estate Company, Ltd.",800000
1,0068,"KatieRich Farms","","Candy Ride (ARG) --- Journey On","","B",Filly,"Candy Ride (ARG)","Journey On","","","","","*RNA (160,000)",---
1,0069,"Taylor Made Sales Agency, Agent for Aaron & Marie Jones LLC","","American Pharoah --- Joyful Victory","","GR/RO",Colt,"American Pharoah","Joyful Victory","","","","","Godolphin",200000
1,0070,"Lane's End, Agent for Dixiana Farms, LLC","","Quality Road --- Julia Tuttle","","B",Colt,"Quality Road","Julia Tuttle","","","","","*RNA (385,000)",---
1,0071,"Property of Beau Lane Bloodstock","","Flatter --- Julie From Dixie","","CH",Filly,"Flatter","Julie From Dixie","","","","","Courtlandt Farm",100000
1,0072,"Trackside Farm (Tom Evans), Agent X","","Tiznow --- Julie's Jewelry","","B",Colt,"Tiznow","Julie's Jewelry","","","","","*RNA (85,000)",---
1,0073,"Mill Ridge Sales, Agent","","Animal Kingdom --- Justaroundmidnight(IRE)","","CH",Filly,"Animal Kingdom","Justaroundmidnight(IRE)","","","","","Chilmark Bloodstock",160000
1,0074,"Greenfield Farm (B. D. Gibbs Farm LLC), Agent XIII","","Blame --- Justasprinkle","","DB/BR",Filly,"Blame","Justasprinkle","","","","","F. Brothers, Agent for Starlight",300000
1,0075,"Gainesway, Agent VII","","Quality Road --- Just Parker","","B",Colt,"Quality Road","Just Parker","","","","","D. Wayne Lukas",200000
1,0076,"Clearsky Farms, Agent II","","Tapit --- Justwhistledixie","","GR/RO",Colt,"Tapit","Justwhistledixie","","","","","*RNA (775,000)",---
1,0077,"St. George Sales, Agent XXXIX","","Declaration of War --- Kaloura (IRE)","","B",Filly,"Declaration of War","Kaloura (IRE)","","","","","Bobby Flay Thoroughbreds/James Delahooke, Agent",200000
1,0078,"Blake-Albina Thoroughbred Services LLC, Agent II","","Tiznow --- Kateri","","B",Colt,"Tiznow","Kateri","","","","","*RNA (275,000)",---
1,0079,"St. George Sales, Agent III","","Into Mischief --- Katherine'skadence","","B",Colt,"Into Mischief","Katherine'skadence","","","","","Godolphin",875000
1,0080,"Warrendale Sales, Agent IX","","Super Saver --- Katori","","B",Colt,"Super Saver","Katori","","","","","*RNA (145,000)",---
1,0081,"Eaton Sales, Agent for Stonestreet Bred & Raised","","Curlin --- Kauai Katie","","DB/BR",Colt,"Curlin","Kauai Katie","","","","","E 5 Racing/Mike Ryan, Agent",825000
1,0082,"Denali Stud (Craig & Holly Bandoroff), Agent X","","War Front --- Keertana","","DB/BR",Colt,"War Front","Keertana","","","","","Out",0
1,0083,"Scott Mallory, Agent IV","","Mineshaft --- Kelly Pond","","DB/BR",Filly,"Mineshaft","Kelly Pond","","","","","*RNA (45,000)",---
1,0084,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent for","R. S. Evans","Quality Road --- Kenny Lane","","B",Colt,"Quality Road","Kenny Lane","","","","","Fox Hill Farm",190000
1,0085,"Taylor Made Sales Agency, Agent CXIII","","Kitten's Joy --- Keri Keri","","B",Filly,"Kitten's Joy","Keri Keri","","","","","*RNA (130,000)",---
1,0086,"St. George Sales, Agent XIX","","Quality Road --- Ketel Twist","","B",Colt,"Quality Road","Ketel Twist","","","","","Ben Glass, Agent",350000
1,0087,"Sequel New York, Agent for Chester & Mary Broman","","American Pharoah --- Khancord Kid","","CH",Colt,"American Pharoah","Khancord Kid","","","","","Cromwell Bloodstock",500000
1,0088,"Sequel New York, Agent for Chester & Mary Broman","","American Pharoah --- Kibosh","","B",Colt,"American Pharoah","Kibosh","","","","","*RNA (185,000)",---
1,0089,"Greenfield Farm (B. D. Gibbs Farm LLC), Agent II","","Flatter --- Kids Kooler","","DB/BR",Colt,"Flatter","Kids Kooler","","","","","F. Brothers, Agent for Starlight",200000
1,0090,"Bluewater Sales LLC, Agent XIV","","Hard Spun --- Kimallosa","","B",Colt,"Hard Spun","Kimallosa","","","","","Out",0
1,0091,"Woods Edge Farm (Peter O'Callaghan), Agent","","American Pharoah --- Kindle","","CH",Colt,"American Pharoah","Kindle","","","","","Godolphin",2200000
1,0092,"Paramount Sales, Agent LXXXVI","","Carpe Diem --- Kissed by a Star","","CH",Colt,"Carpe Diem","Kissed by a Star","","","","","Centennial Farms",250000
1,0093,"Hermitage Farm, Agent","","Honor Code --- Kiss the Devil","","DB/BR",Colt,"Honor Code","Kiss the Devil","","","","","Calumet Farm",250000
1,0094,"Brereton C. Jones/Airdrie Stud Inc., Agent","","Liam's Map --- Kittery Point","","B",Colt,"Liam's Map","Kittery Point","","","","","*RNA (185,000)",---
1,0095,"Stone Farm, Agent","","Union Rags --- Kitty Wine","","B",Colt,"Union Rags","Kitty Wine","","","","","Out",0
1,0096,"Mill Ridge Sales, Agent","","More Than Ready --- Knit One Purr Too","","DB/BR",Filly,"More Than Ready","Knit One Purr Too","","","","","Hades Bloodstock, LLC",150000
1,0097,"Taylor Made Sales Agency, Agent CXLI","","Lemon Drop Kid --- Knysna","","B",Filly,"Lemon Drop Kid","Knysna","","","","","Phoenix Thoroughbreds",250000
1,0098,"Woodford Thoroughbreds, Agent","","Uncle Mo --- Kokadrie","","B",Filly,"Uncle Mo","Kokadrie","","","","","Out",0
1,0099,"Gainesway, Agent LXV","","Empire Maker --- La Cloche","","B",Colt,"Empire Maker","La Cloche","","","","","*RNA (145,000)",---
1,0100,"Castle Park Farm LLC (Noel Murphy), Agent II","","Shanghai Bobby --- Lady Dynasty","","DB/BR",Filly,"Shanghai Bobby","Lady Dynasty","","","","","*RNA (95,000)",---
1,0101,"James B. Keogh (Grovendale), Agent XXX","","Pioneerof the Nile --- Lady June Bug","","B",Filly,"Pioneerof the Nile","Lady June Bug","","","","","*RNA (170,000)",---
1,0102,"Clearsky Farms, Agent I","","Empire Maker --- Lady Lumberjack","","B",Colt,"Empire Maker","Lady Lumberjack","","","","","*RNA (245,000)",---
1,0103,"Vinery Sales, Agent XLVII","","Candy Ride (ARG) --- Lady Marta","","CH",Colt,"Candy Ride (ARG)","Lady Marta","","","","","*RNA (200,000)",---
1,0104,"Hunter Valley Farm, Agent","","More Than Ready --- Lady of Substance","","DB/BR",Colt,"More Than Ready","Lady of Substance","","","","","Thomas Haughey for PTK LLC",150000
1,0105,"Four Star Sales, Agent","","Galileo (IRE) --- Lady Shakespeare","","B",Filly,"Galileo (IRE)","Lady Shakespeare","","","","","*RNA (625,000)",---
1,0106,"Havens Bloodstock Agency, Inc., Agent","","Ghostzapper --- Lady Ten","","DB/BR",Colt,"Ghostzapper","Lady Ten","","","","","*RNA (130,000)",---
1,0107,"Paramount Sales, Agent I","","Kitten's Joy --- La Malaguena","","CH",Filly,"Kitten's Joy","La Malaguena","","","","","Kenneth L. and Sarah K. Ramsey",30000
1,0108,"Scott Mallory, Agent VII","","Curlin --- La Rocca","","CH",Colt,"Curlin","La Rocca","","","","","Robert C.Baker and William Mack",375000
1,0109,"Bluewater Sales LLC, Agent XXVII","","Medaglia d'Oro --- Last Full Measure","","DB/BR",Filly,"Medaglia d'Oro","Last Full Measure","","","","","Out",0
1,0110,"Taylor Made Sales Agency, Agent CIX","","Hard Spun --- Last Kitten","","CH",Colt,"Hard Spun","Last Kitten","","","","","Hoby and Layna Kight",135000
1,0111,"Paramount Sales, Agent XVII","","Uncle Mo --- Lauded","","B",Colt,"Uncle Mo","Lauded","","","","","J. J. Crupi, Agent",650000
1,0112,"Eaton Sales, Agent","","Medaglia d'Oro --- Laughing Lashes","","GR/RO",Colt,"Medaglia d'Oro","Laughing Lashes","","","","","Hartley/De Renzo Thoroughbreds",450000
1,0113,"Taylor Made Sales Agency, Agent XVIII","","Uncle Mo --- Lavender Baby","","GR/RO",Colt,"Uncle Mo","Lavender Baby","","","","","Michael McCarthy",250000
1,0114,"Warrendale Sales, Agent XXXI","","Pioneerof the Nile --- Lawn Party","","DB/BR",Colt,"Pioneerof the Nile","Lawn Party","","","","","Solis/Litt",150000
1,0115,"Select Sales, Agent for Machmer Hall","","American Pharoah --- Layreebelle","","DB/BR",Colt,"American Pharoah","Layreebelle","","","","","Out",0
1,0116,"Select Sales, Agent LXX","","Pioneerof the Nile --- Leah's Secret","","DB/BR",Colt,"Pioneerof the Nile","Leah's Secret","","","","","Out",0
1,0117,"Havens Bloodstock Agency, Inc., Agent","","Declaration of War --- Legendary Peace","","B",Filly,"Declaration of War","Legendary Peace","","","","","Clancy Bloodstock",170000
1,0118,"Warrendale Sales, Agent XVIII","","Honor Code --- Lemon Liqueur","","GR/RO",Colt,"Honor Code","Lemon Liqueur","","","","","Lynwood Stable",125000
1,0119,"Denali Stud (Craig & Holly Bandoroff), Agent XXXIV","","Uncle Mo --- Leslie's Harmony","","B",Colt,"Uncle Mo","Leslie's Harmony","","","","","Out",0
1,0120,"Clarkland Farm, LLC","","Medaglia d'Oro --- Leslie's Lady","","B",Colt,"Medaglia d'Oro","Leslie's Lady","","","","","*RNA (60,000)",---
1,0121,"Betz Thoroughbreds, Inc., Agent","","Speightstown --- Letgomyecho","","B",Colt,"Speightstown","Letgomyecho","","","","","L&N Racing",100000
1,0122,"Claiborne Farm, Agent","","War Front --- Let's Misbehave (IRE)","","B",Colt,"War Front","Let's Misbehave (IRE)","","","","","Out",0
1,0123,"Lakland Farm","","Blame --- Lifeinthefastlane","","B",Colt,"Blame","Lifeinthefastlane","","","","","*RNA (290,000)",---
1,0124,"Lane's End, Agent","","Super Saver --- Life Well Lived","","B",Filly,"Super Saver","Life Well Lived","","","","","Out",0
1,0125,"James B. Keogh (Grovendale), Agent IX","","Tonalist --- Lightning Lydia","","DB/BR",Colt,"Tonalist","Lightning Lydia","","","","","Triple Crown",20000
1,0126,"Four Star Sales, Agent","","American Pharoah --- Light the City","","DB/BR",Filly,"American Pharoah","Light the City","","","","","*RNA (525,000)",---
1,0127,"Taylor Made Sales Agency, Agent CXLI","","Distorted Humor --- Like It Hot","","DB/BR",Colt,"Distorted Humor","Like It Hot","","","","","*RNA (150,000)",---
1,0128,"Taylor Made Sales Agency, Agent CXLI","","More Than Ready --- Lilbourne Eliza (IRE)","","B",Filly,"More Than Ready","Lilbourne Eliza (IRE)","","","","","Field Point Associates",250000
1,0129,"Gainesway, Agent VI","","Tapit --- Lindsay's Way","","GR/RO",Colt,"Tapit","Lindsay's Way","","","","","Out",0
1,0130,"Woodford Thoroughbreds, Agent XIII","","Pioneerof the Nile --- Lisa T.","","DB/BR",Filly,"Pioneerof the Nile","Lisa T.","","","","","Tommy Town Thoroughbreds",185000
1,0131,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent for","Mr. and Mrs. Larry D. Williams","Empire Maker --- Lochinvar's Gold","","B",Filly,"Empire Maker","Lochinvar's Gold","","","","","Hugo Merry Bloodstock",425000
1,0132,"Glennwood Farm Inc., Agent","","Carpe Diem --- London Mist","","DB/BR",Filly,"Carpe Diem","London Mist","","","","","*RNA (85,000)",---
1,0133,"Nardelli Sales, Agent I","","Bodemeister --- Looking","","DB/BR",Colt,"Bodemeister","Looking","","","","","*RNA (45,000)",---
1,0134,"Brookdale Sales, Agent","","Candy Ride (ARG) --- Lophorina (GB)","","CH",Filly,"Candy Ride (ARG)","Lophorina (GB)","","","","","*RNA (120,000)",---
1,0135,"Gainesway, Agent II","","Tapit --- Lotta Kim","","GR/RO",Colt,"Tapit","Lotta Kim","","","","","*RNA (375,000)",---
1,0136,"Lane's End, Agent","","Quality Road --- Lough Derg","","B",Colt,"Quality Road","Lough Derg","","","","","Cromwell Bloodstock",625000
1,0137,"Taylor Made Sales Agency, Agent VIII","","Will Take Charge --- Louisiana Times","","CH",Colt,"Will Take Charge","Louisiana Times","","","","","Sippican Partners",410000
1,0138,"Four Star Sales, Agent","","Pioneerof the Nile --- Love and Pride","","DB/BR",Filly,"Pioneerof the Nile","Love and Pride","","","","","*RNA (475,000)",---
1,0139,"Dromoland Farm Inc. (Gerry Dilger), Agent XVIII","","Ghostzapper --- Lovely Daughter","","CH",Colt,"Ghostzapper","Lovely Daughter","","","","","Out",0
1,0140,"Lane's End, Agent","","Tapit --- Love Me Only (IRE)","","CH",Filly,"Tapit","Love Me Only (IRE)","","","","","Shadwell Estate Company, Ltd.",800000
1,0141,"Bedouin Bloodstock, Agent XI","","Tapit --- Love the Chase","","GR/RO",Colt,"Tapit","Love the Chase","","","","","M. V.  Magnier",1100000
1,0142,"Gainesway, Agent XVI","","Empire Maker --- Lucas Street","","B",Colt,"Empire Maker","Lucas Street","","","","","*RNA (295,000)",---
1,0143,"Gainesway, Agent LIX","","Tapit --- Lucky Number","","B",Filly,"Tapit","Lucky Number","","","","","New River Equine",900000
1,0144,"Glennwood Farm Inc., Agent","","Curlin --- Luna Vega","","CH",Colt,"Curlin","Luna Vega","","","","","Shadwell Estate Company, Ltd.",450000
1,0145,"Hunter Valley Farm, Agent","","Lea --- Madame Pele","","DB/BR",Colt,"Lea","Madame Pele","","","","","Jim & Susan Hill",255000
1,0146,"Penn Sales, Agent for Hanson and Gilbert","","Munnings --- Madeira Park","","B",Colt,"Munnings","Madeira Park","","","","","Thomas Haughey for PTK LLC",220000
1,0147,"Terrazas Thoroughbreds, Agent I","","Tonalist --- Magestic Stinger","","DB/BR",Colt,"Tonalist","Magestic Stinger","","","","","Winchell Thoroughbreds LLC",275000
1,0148,"Gainesway, Agent XVII","","Pioneerof the Nile --- Maggie d'Oro","","DB/BR",Filly,"Pioneerof the Nile","Maggie d'Oro","","","","","*RNA (290,000)",---
1,0149,"Taylor Made Sales Agency, Agent XCV","","Bernardini --- Maggie McGowan","","DB/BR",Filly,"Bernardini","Maggie McGowan","","","","","Shadwell Estate Company, Ltd.",600000
1,0150,"Taylor Made Sales Agency, Agent CIX","","Kitten's Joy --- Magicalcarpetride","","CH",Colt,"Kitten's Joy","Magicalcarpetride","","","","","*RNA (140,000)",---
1,0151,"Hill 'n' Dale Sales Agency, Agent","","Curlin --- Magically","","DB/BR",Colt,"Curlin","Magically","","","","","Hoby and Layna Kight",100000
1,0152,"Bridie Harrison, Agent for Peter E. Blum Thoroughbreds","","Empire Maker --- Magical Mood (GB)","","DB/BR",Filly,"Empire Maker","Magical Mood (GB)","","","","","Out",0
1,0153,"Columbiana Farm LLC, Agent I","","Declaration of War --- Magical Victory","","B",Colt,"Declaration of War","Magical Victory","","","","","Phoenix Thoroughbreds",95000
1,0154,"Frankfort Park Farm, Agent","","Mucho Macho Man --- Mahaica Gap","","B",Colt,"Mucho Macho Man","Mahaica Gap","","","","","*RNA (180,000)",---
1,0155,"Eaton Sales, Agent","","Malibu Moon --- Maid of Heaven","","CH",Colt,"Malibu Moon","Maid of Heaven","","","","","*RNA (45,000)",---
1,0156,"Denali Stud (Craig & Holly Bandoroff), Agent for Stonestreet","Bred & Raised","Tapit --- Majestically","","B",Filly,"Tapit","Majestically","","","","","*RNA (385,000)",---
1,0157,"Brereton C. Jones/Airdrie Stud Inc., Agent","","Cairo Prince --- Majestic Rosette","","B",Filly,"Cairo Prince","Majestic Rosette","","","","","*RNA (150,000)",---
1,0158,"Paramount Sales, Agent LXXVII","","Awesome Again --- Malibu Breeze","","GR/RO",Colt,"Awesome Again","Malibu Breeze","","","","","Out",0
1,0159,"Eaton Sales, Agent","","Hard Spun --- Malibu Mint","","B",Colt,"Hard Spun","Malibu Mint","","","","","Omega Farm, Agent",75000
1,0160,"Four Star Sales, Agent for Spendthrift Farm LLC","","Temple City --- Malibu Pier","","B",Colt,"Temple City","Malibu Pier","","","","","Shadwell Estate Company, Ltd.",190000
1,0161,"James M. Herbener Jr., Agent I","","Violence --- Malibu Queen","","B",Colt,"Violence","Malibu Queen","","","","","Winchell Thoroughbreds LLC",185000
1,0162,"Dromoland Farm Inc. (Gerry Dilger), Agent XVIII","","Orb --- Mama Maxine","","DB/BR",Colt,"Orb","Mama Maxine","","","","","*RNA (190,000)",---
1,0163,"Taylor Made Sales Agency, Agent for Aaron & Marie Jones LLC","","Empire Maker --- Mamma Kimbo","","DB/BR",Filly,"Empire Maker","Mamma Kimbo","","","","","Mayberry Farm",700000
1,0164,"Select Sales, Agent for Machmer Hall et al., I","","Karakontie (JPN) --- Manaahil","","CH",Colt,"Karakontie (JPN)","Manaahil","","","","","*RNA (130,000)",---
